candidate,prompt,seconds
gemini-3-flash,threat_assessment,13.90186150000227
gemini-3-flash,threat_assessment,21.236934600005043
gemini-3-flash,threat_assessment,42.41518270000233
gemini-3-flash,threat_assessment,13.085316699995019
gemini-3-flash,threat_assessment,21.27498470000137
gemini-3-flash,threat_assessment,39.811325900001975
gemini-3-flash,threat_assessment,21.61291880000499
gemini-3-flash,threat_assessment,21.984036599998944
gemini-3-flash,dialogue_generation,29.51176850000047
gemini-3-flash,dialogue_generation,20.867459100001724
gemini-3-flash,dialogue_generation,18.273607200004335
gemini-3-flash,dialogue_generation,19.705954800003383
gemini-3-flash,dialogue_generation,20.361880599994038
gemini-3-flash,dialogue_generation,28.502330999996047
gemini-3-flash,dialogue_generation,6.800584600001457
gemini-3-flash,dialogue_generation,11.790186600002926
gemini-3-flash,memory_tagging,4.529569799997262
gemini-3-flash,memory_tagging,4.498950799999875
gemini-3-flash,memory_tagging,4.542834899999434
gemini-3-flash,memory_tagging,4.537091700003657
gemini-3-flash,memory_tagging,4.517314199998509
gemini-3-flash,memory_tagging,4.509923400000844
gemini-3-flash,memory_tagging,4.497261600001366
gemini-3-flash,memory_tagging,4.663750699997763
claude-haiku-4-5,threat_assessment,2.0317193000009866
claude-haiku-4-5,threat_assessment,1.4521886000002269
claude-haiku-4-5,threat_assessment,1.401644400000805
claude-haiku-4-5,threat_assessment,1.4919633999961661
claude-haiku-4-5,threat_assessment,1.407829000003403
claude-haiku-4-5,threat_assessment,1.475333700000192
claude-haiku-4-5,threat_assessment,1.9646384999941802
claude-haiku-4-5,threat_assessment,1.9153795999955037
claude-haiku-4-5,dialogue_generation,1.3365313000031165
claude-haiku-4-5,dialogue_generation,2.328651499999978
claude-haiku-4-5,dialogue_generation,1.2133695000011357
claude-haiku-4-5,dialogue_generation,1.3495016000015312
claude-haiku-4-5,dialogue_generation,1.10797229999298
claude-haiku-4-5,dialogue_generation,1.3169333999976516
claude-haiku-4-5,dialogue_generation,1.223809800001618
claude-haiku-4-5,dialogue_generation,1.3689569999987725
claude-haiku-4-5,memory_tagging,1.8266199999998207
claude-haiku-4-5,memory_tagging,1.8548678000006475
claude-haiku-4-5,memory_tagging,1.7715383999966434
claude-haiku-4-5,memory_tagging,1.7172000999999
claude-haiku-4-5,memory_tagging,1.6238510000039241
claude-haiku-4-5,memory_tagging,1.7092807000008179
claude-haiku-4-5,memory_tagging,1.7548262999989674
claude-haiku-4-5,memory_tagging,1.7999075000043376
claude-sonnet-5,threat_assessment,2.452630700005102
claude-sonnet-5,threat_assessment,2.6921937000006437
claude-sonnet-5,threat_assessment,2.711276399997587
claude-sonnet-5,threat_assessment,2.837165900004038
claude-sonnet-5,threat_assessment,3.337484300005599
claude-sonnet-5,threat_assessment,2.6036279999971157
claude-sonnet-5,threat_assessment,2.672111200001382
claude-sonnet-5,threat_assessment,2.4184126000036485
claude-sonnet-5,dialogue_generation,1.7246346999963862
claude-sonnet-5,dialogue_generation,1.5565477999989525
claude-sonnet-5,dialogue_generation,1.6274059000061243
claude-sonnet-5,dialogue_generation,1.565349199998309
claude-sonnet-5,dialogue_generation,1.6049824000001536
claude-sonnet-5,dialogue_generation,1.5071991000004346
claude-sonnet-5,dialogue_generation,1.5740328000028967
claude-sonnet-5,dialogue_generation,1.5705267999946955
claude-sonnet-5,memory_tagging,2.832020800000464
claude-sonnet-5,memory_tagging,2.0425027000019327
claude-sonnet-5,memory_tagging,2.3590169999952195
claude-sonnet-5,memory_tagging,2.1362124999941443
claude-sonnet-5,memory_tagging,2.1668341999975382
claude-sonnet-5,memory_tagging,2.336324900003092
claude-sonnet-5,memory_tagging,2.6382585000028485
claude-sonnet-5,memory_tagging,2.5976943999994546
claude-opus-4-8,threat_assessment,2.4373111999957473
claude-opus-4-8,threat_assessment,3.0232736999969347
claude-opus-4-8,threat_assessment,1.9089546999966842
claude-opus-4-8,threat_assessment,2.2732735999961733
claude-opus-4-8,threat_assessment,3.361189100003685
claude-opus-4-8,threat_assessment,2.140821600005438
claude-opus-4-8,threat_assessment,2.330736399999296
claude-opus-4-8,threat_assessment,2.3931108999968274
claude-opus-4-8,dialogue_generation,1.7151865999985603
claude-opus-4-8,dialogue_generation,2.0596192000011797
claude-opus-4-8,dialogue_generation,1.5086404000030598
claude-opus-4-8,dialogue_generation,1.5366971000039484
claude-opus-4-8,dialogue_generation,1.7204792000047746
claude-opus-4-8,dialogue_generation,2.1282983999990392
claude-opus-4-8,dialogue_generation,2.348265699998592
claude-opus-4-8,dialogue_generation,1.7936511999942013
claude-opus-4-8,memory_tagging,2.525116099997831
claude-opus-4-8,memory_tagging,2.3807139999989886
claude-opus-4-8,memory_tagging,2.2834977000020444
claude-opus-4-8,memory_tagging,2.302871799998684
claude-opus-4-8,memory_tagging,2.311671399998886
claude-opus-4-8,memory_tagging,2.311378999998851
claude-opus-4-8,memory_tagging,2.557847000003676
claude-opus-4-8,memory_tagging,2.8234155000027386
